CIRCUITO,NODO1_ID,NODO2_ID,geometry
NSA23L12,19061216,19061475,"LINESTRING Z (-74.85036216600002 5.569724835999978 10, -74.849472193 5.571349763000001 10)"
FLR23L15,19057380,19057381,"LINESTRING Z (-74.992907688 5.506454297000005 10, -74.99227463900002 5.505921607999994 10)"
FLR23L15,89531071,89531506,"LINESTRING Z (-74.95633241399997 5.590975273000026 10, -74.95580162300001 5.588002404000008 10)"
NSA23L14,19058121,19058122,"LINESTRING Z (-74.904632381 5.664211937999994 10, -74.90426283199997 5.665097017999983 10)"
FLR23L15,19057431,19057433,"LINESTRING Z (-74.97386387799997 5.53382570399998 10, -74.970380567 5.533884694999983 10)"
NSA23L14,19057834,19057835,"LINESTRING Z (-74.89682458200002 5.591189641000028 10, -74.897114924 5.592183818000024 10)"
NSA23L14,19057848,19058151,"LINESTRING Z (-74.90507347800002 5.607328597999981 10, -74.903806207 5.60830433000001 10)"
NSA23L12,19063103,19063104,"LINESTRING Z (-74.88119661600001 5.720090199000026 10, -74.88123844799998 5.715754775999983 11)"
NSA23L14,19058214,19058215,"LINESTRING Z (-74.955279157 5.696354701000018 10, -74.95558334999998 5.697042610999972 10)"
FLR23L15,19057485,19057486,"LINESTRING Z (-74.98669272699999 5.584991054999989 10, -74.98621730000002 5.586537376000024 10)"
NSA23L14,19057826,19057827,"LINESTRING Z (-74.89247662100001 5.573383603000025 10, -74.89186881400002 5.57725431199998 10)"
NSA23L14,19058077,19058081,"LINESTRING Z (-74.91960356300001 5.655785487000003 10, -74.91844679600001 5.649077922000004 10)"
NSA23L12,19061175,19061174,"LINESTRING Z (-74.84539284599998 5.574967674999982 10, -74.845378402 5.574495034999984 10)"
NSA23L14,70796167,19057842,"LINESTRING Z (-74.89955253 5.599567474000025 10, -74.899874609 5.604160958000023 10)"
FLR23L15,19057317,19057318,"LINESTRING Z (-75.025387207 5.51496552399999 10, -75.02228266200001 5.514772230999995 10)"
NSA23L14,19058046,0,"LINESTRING Z (-74.924717165 5.56378930599999 10, -74.92197617599999 5.552436634000003 9)"
NSA23L12,19061331,19061332,"LINESTRING Z (-74.88406174599999 5.614959782000028 10, -74.88514764799999 5.614013248999981 10)"
FLR23L15,19057415,19057418,"LINESTRING Z (-74.97980371 5.529494651999983 10, -74.976388418 5.532510781999974 10)"
NSA23L14,19057988,19058132,"LINESTRING Z (-74.96953460100002 5.654764870999998 10, -74.97037638699999 5.654972166999983 10)"
NSA23L12,70793470,70793471,"LINESTRING Z (-74.86752201299998 5.578679412999975 10, -74.86804657200003 5.5794928380000215 10)"
NSA23L13,19057757,19057758,"LINESTRING Z (-74.88746102099998 5.574629101000028 10, -74.88704034199998 5.574977235999995 10)"
FLR23L15,19057345,19057346,"LINESTRING Z (-75.008086262 5.53674700900001 10, -75.00803217599997 5.536738687000025 10)"
NSA23L14,19058014,19057851,"LINESTRING Z (-74.93394976799999 5.657259337000028 10, -74.933745214 5.6579345129999865 10)"
NSA23L12,19061217,19061218,"LINESTRING Z (-74.84417335400002 5.607048206000002 10, -74.83939132199998 5.607998553000016 10)"
NSA23L12,19061264,19061271,"LINESTRING Z (-74.86627361199999 5.646305000999973 10, -74.86634029599998 5.647271220999983 10)"
NSA23L12,19061273,19061274,"LINESTRING Z (-74.86521390399997 5.656460303000017 10, -74.86268732399998 5.658125036000001 10)"
FLR23L15,19057433,19057434,"LINESTRING Z (-74.970380567 5.533884694999983 10, -74.97040778399997 5.533839607999994 10)"
NSA23L12,19061241,19061242,"LINESTRING Z (-74.879891429 5.619666419999987 10, -74.88165701899999 5.620270375000018 10)"
NSA23L14,19057903,19057904,"LINESTRING Z (-74.940782636 5.596190831000001 10, -74.94078314299998 5.59629927200001 10)"
NSA23L12,19061616,19061617,"LINESTRING Z (-74.82317568100001 5.643984886999988 10, -74.82391154999999 5.647980711000002 10)"
NSA23L14,19058221,19058222,"LINESTRING Z (-74.93855020799998 5.714302578000002 10, -74.93852439800003 5.716389929999991 10)"
NSA23L13,19057796,19057797,"LINESTRING Z (-74.89529054100001 5.574608550999983 10, -74.89615269799998 5.575114176 10)"
FLR23L15,19057553,19057554,"LINESTRING Z (-74.94398519399999 5.515024561000018 10, -74.94322866800002 5.5149902119999865 10)"
FLR23L15,19100266,19057358,"LINESTRING Z (-75.00726267200002 5.511911320000024 10, -75.008306732 5.510182562000011 10)"
NSA23L14,19057893,19057894,"LINESTRING Z (-74.939225696 5.593009678999977 10, -74.940300406 5.593623574999981 10)"
NSA23L14,19102573,19058252,"LINESTRING Z (-74.93401287799998 5.657268606999992 10, -74.93504641300001 5.65732936400002 10)"
NSA23L12,19063092,19063093,"LINESTRING Z (-74.862510483 5.728174200000012 10, -74.864285257 5.730436490999978 10)"
NSA23L12,19061613,19061614,"LINESTRING Z (-74.82232810199997 5.638090190000014 10, -74.82227548399999 5.638867975999972 10)"
NSA23L14,19058262,19058263,"LINESTRING Z (-74.97149635900001 5.708338357000002 12, -74.97257361599998 5.708070304999978 12)"
NSA23L14,19058044,19058072,"LINESTRING Z (-74.932385958 5.661556745999974 10, -74.93226350600003 5.661494843000014 10)"
NSA23L14,19057843,19057844,"LINESTRING Z (-74.90004924499999 5.606438774000026 10, -74.90012338000003 5.6076056460000245 10)"
NSA23L14,19057868,19057869,"LINESTRING Z (-74.91902722499998 5.5816318010000145 10, -74.91975650199998 5.582037198000023 10)"
NSA23L13,19057778,19057779,"LINESTRING Z (-74.88610582199999 5.576229794000028 10, -74.88623486900002 5.576694741999972 10)"
NSA23L13,19057779,19057754,"LINESTRING Z (-74.88623486900002 5.576694741999972 10, -74.886255382 5.576999340999976 10)"
NSA23L12,19061485,19061486,"LINESTRING Z (-74.85252604800002 5.55048524 10, -74.85413558699997 5.549352761000023 10)"
NSA23L14,19057985,19057987,"LINESTRING Z (-74.968071183 5.6540890140000215 10, -74.96833376900003 5.654314985999974 10)"
NSA23L14,19057925,19057926,"LINESTRING Z (-74.943912066 5.6069639759999745 10, -74.94318925800002 5.606060382999999 10)"
NSA23L12,19063071,19063072,"LINESTRING Z (-74.83627546000002 5.71744204700002 10, -74.83641366799998 5.718087754999999 10)"
FLR23L15,19057297,19057309,"LINESTRING Z (-75.03267045299998 5.521662798000023 10, -75.023899976 5.521768032000011 10)"
FLR23L15,19057567,19057568,"LINESTRING Z (-75.00447224300001 5.498414763000028 10, -75.00435769 5.496339467999974 10)"
NSA23L12,19061213,19061214,"LINESTRING Z (-74.84765550600002 5.608520838000004 10, -74.84766424700001 5.608594063999988 10)"
NSA23L14,19057990,19057991,"LINESTRING Z (-74.969213836 5.651429138000026 10, -74.96878630100002 5.64967535400001 10)"
NSA23L14,19058170,19058167,"LINESTRING Z (-74.93041953599999 5.697748886999989 10, -74.93101904600002 5.697613771000022 10)"
NSA23L12,19061163,19061164,"LINESTRING Z (-74.85673430899999 5.565066430999991 10, -74.857936601 5.564080608999973 10)"
NSA23L13,19102499,19057757,"LINESTRING Z (-74.88717175 5.574321691000023 10, -74.88746102099998 5.574629101000028 10)"
NSA23L12,19061260,19061261,"LINESTRING Z (-74.85369648400001 5.633696742999973 10, -74.85159661900002 5.633951653999986 10)"
NSA23L12,19063127,19063128,"LINESTRING Z (-74.78627533500003 5.667605014999992 12, -74.78606173100002 5.665508798000019 12)"
NSA23L12,19063098,19063099,"LINESTRING Z (-74.86806494000001 5.720662257000015 10, -74.870632968 5.7205068019999885 10)"
NSA23L14,19057846,19057847,"LINESTRING Z (-74.90019685099998 5.608708358000001 10, -74.90050151499997 5.613129184000002 10)"
NSA23L12,19102346,19061113,"LINESTRING Z (-74.85591286699997 5.5932370269999865 10, -74.85446957900001 5.5930589569999825 10)"
NSA23L12,19060992,19061317,"LINESTRING Z (-74.814710505 5.587129968999989 10, -74.81483261599999 5.58727140000002 10)"
FLR23L15,19057455,19057555,"LINESTRING Z (-74.97878274300001 5.558031197999981 10, -74.97905139599999 5.558065591999991 10)"
NSA23L12,70790963,70797171,"LINESTRING Z (-74.86368658499998 5.578829412999994 10, -74.86753043499999 5.578598118999992 10)"
NSA23L12,19061611,19104952,"LINESTRING Z (-74.822446012 5.63815390000002 10, -74.82232810199997 5.638090190000014 10)"
NSA23L12,19061058,19061059,"LINESTRING Z (-74.78255705200002 5.642334730000016 10, -74.782548067 5.642334730000016 9)"
NSA23L13,19057786,19057787,"LINESTRING Z (-74.891823525 5.570982027000014 10, -74.89224060100003 5.570631160999994 10)"
NSA23L14,19057885,19057886,"LINESTRING Z (-74.93600154400002 5.591178825999975 10, -74.936036984 5.591106663000005 10)"
NSA23L13,19102504,19057803,"LINESTRING Z (-74.88585605899999 5.577909611999985 10, -74.88567195500002 5.577940551999973 10)"
NSA23L12,19061205,19061314,"LINESTRING Z (-74.85687873900002 5.592064189999974 10, -74.85591286699997 5.5932370269999865 10)"
NSA23L14,19039191,19039192,"LINESTRING Z (-74.930260987 5.579952472999992 10, -74.93066877500002 5.578684328999998 10)"
NSA23L12,19061310,19061312,"LINESTRING Z (-74.82824200099998 5.695128897000018 10, -74.82585702300003 5.690954010999974 10)"
NSA23L14,19058263,19058264,"LINESTRING Z (-74.97257361599998 5.708070304999978 12, -74.976088892 5.708933554999987 12)"
NSA23L14,19102542,19057832,"LINESTRING Z (-74.891710891 5.587236155000028 10, -74.893490606 5.588635291999992 10)"
NSA23L14,19058269,19058270,"LINESTRING Z (-74.97528714499998 5.677903712999978 12, -74.97649492599999 5.680180870000015 12)"
NSA23L14,58007645,58007647,"LINESTRING Z (-74.904535667 5.7127228049999985 10, -74.90467396000003 5.713973893999992 10)"
NSA23L14,19058182,19058198,"LINESTRING Z (-74.92392056800003 5.721641433000002 10, -74.92574306300003 5.7230471369999805 10)"
NSA23L14,19057937,19057943,"LINESTRING Z (-74.94264694200001 5.624416290999989 10, -74.94272520700002 5.628421606000018 10)"
NSA23L12,19061414,19061416,"LINESTRING Z (-74.805042464 5.6718988540000055 10, -74.806060349 5.674550345 10)"
NSA23L12,19061161,19061162,"LINESTRING Z (-74.85156463999999 5.563672499999996 10, -74.85525689899998 5.564626213999986 10)"
FLR23L15,19057359,19057374,"LINESTRING Z (-75.003666055 5.508002015999978 10, -75.00080031300001 5.504778456999986 10)"
NSA23L14,19102537,19057818,"LINESTRING Z (-74.88710832100003 5.57415880100001 10, -74.88693062499999 5.574164462999988 12)"
FLR23L15,19057278,19057279,"LINESTRING Z (-75.014514298 5.509937562999994 10, -75.014247528 5.500752276000014 10)"
NSA23L14,19057956,19057957,"LINESTRING Z (-74.949734665 5.632172201000003 10, -74.95047317299998 5.631004656000016 10)"
NSA23L14,84387282,19104352,"LINESTRING Z (-74.94422100600002 5.644866518000015 10, -74.94304713700001 5.644704961999992 10)"
NSA23L14,19058016,19058252,"LINESTRING Z (-74.935998585 5.657193726000003 10, -74.93504641300001 5.65732936400002 10)"
NSA23L12,19061442,19061443,"LINESTRING Z (-74.77154203100002 5.648158763000026 10, -74.771014998 5.649143351000021 10)"
NSA23L14,19058138,19058133,"LINESTRING Z (-74.97093003100002 5.65478711999998 10, -74.97186045199999 5.653188284000009 10)"
NSA23L14,19057828,19058070,"LINESTRING Z (-74.88888208200001 5.584427952999988 10, -74.88897227199999 5.584428290000005 10)"
NSA23L12,19061220,19063117,"LINESTRING Z (-74.83277815299999 5.608302972999979 10, -74.83064102600002 5.609367318000011 10)"
NSA23L12,58015880,58015897,"LINESTRING Z (-74.88518273900002 5.7048432779999985 10, -74.89335612600001 5.7043532359999745 10)"
NSA23L12,19061299,19061300,"LINESTRING Z (-74.84185136299999 5.694661504999999 10, -74.83619947300002 5.697571671999981 10)"
NSA23L14,19058209,19058247,"LINESTRING Z (-74.97685435 5.668140643000015 10, -74.97760341899999 5.6687976320000075 10)"
NSA23L12,19061623,19061624,"LINESTRING Z (-74.81279687400001 5.658999058000006 10, -74.81102031799998 5.660754989999987 10)"
NSA23L12,19061257,19061258,"LINESTRING Z (-74.86287024 5.635425150000003 10, -74.860517722 5.634278529000028 10)"
NSA23L14,19057821,19057823,"LINESTRING Z (-74.89120765799998 5.570582494000007 10, -74.89375680799998 5.572305810999978 10)"
FLR23L15,19057507,19057508,"LINESTRING Z (-75.00139299900002 5.607500158999983 10, -75.001744073 5.607192343999998 10)"
NSA23L12,19061417,19061418,"LINESTRING Z (-74.80815697100002 5.680440897999972 10, -74.80850446400001 5.681535597999982 10)"
FLR23L15,19057335,19057336,"LINESTRING Z (-75.01488998600001 5.5303535780000175 10, -75.01417858500002 5.531592788000012 10)"
NSA23L13,19057784,19057785,"LINESTRING Z (-74.89026717799999 5.57308079500001 10, -74.89052471899998 5.572460055000022 10)"
NSA23L12,19063114,19063115,"LINESTRING Z (-74.885165153 5.717941227999972 10, -74.890757135 5.719915350999997 10)"
NSA23L12,19102420,19061257,"LINESTRING Z (-74.86403597600003 5.638651883000023 10, -74.86287024 5.635425150000003 10)"
FLR23L15,19057487,19057488,"LINESTRING Z (-74.98595634200001 5.587378681000018 10, -74.98615626499998 5.588481893999983 10)"
NSA23L12,19063100,19063101,"LINESTRING Z (-74.87411478000001 5.721544918999996 10, -74.87855682899999 5.722255081000014 10)"
FLR23L15,19057340,19057341,"LINESTRING Z (-75.01339903299998 5.541015705999996 10, -75.012464582 5.543621432000009 10)"
NSA23L14,19058086,19058087,"LINESTRING Z (-74.91292664100001 5.654569556000013 10, -74.91229328499998 5.654360253999982 10)"
FLR23L15,19057333,19057334,"LINESTRING Z (-75.01455175799998 5.527758764999987 10, -75.014715653 5.528870892999976 10)"
NSA23L12,19061132,19061133,"LINESTRING Z (-74.86925319599999 5.584573010999975 10, -74.86936427500001 5.586696933999974 10)"
NSA23L14,19058159,19058201,"LINESTRING Z (-74.96617559399999 5.666085611000028 10, -74.96657137400001 5.668132975999981 10)"
NSA23L12,19061261,19061600,"LINESTRING Z (-74.85159661900002 5.633951653999986 10, -74.851399377 5.63411173999998 10)"
NSA23L12,19061419,19061422,"LINESTRING Z (-74.80850230099998 5.68208677299998 10, -74.80854099300001 5.686017497000023 10)"
NSA23L14,19058019,19058020,"LINESTRING Z (-74.93216077199997 5.662199312999974 10, -74.93246831200003 5.66246070599999 10)"
NSA23L14,19058272,19058281,"LINESTRING Z (-74.97743593799999 5.6876017060000095 12, -74.979561311 5.688111902000003 12)"
NSA23L14,19057871,19057872,"LINESTRING Z (-74.92191830500002 5.575457841999992 10, -74.925892401 5.57144664499998 10)"
NSA23L13,19057795,19057796,"LINESTRING Z (-74.89508156199997 5.575024349999978 10, -74.89529054100001 5.574608550999983 10)"
NSA23L13,19057801,19057792,"LINESTRING Z (-74.89423957000002 5.573457931999997 10, -74.894170712 5.574516734999975 10)"
NSA23L14,19057829,19057830,"LINESTRING Z (-74.89089822800003 5.58675871600002 10, -74.891675013 5.587182707000011 10)"
NSA23L12,19061621,19061622,"LINESTRING Z (-74.816212646 5.655539940999972 10, -74.81355319699998 5.658187890000022 10)"
NSA23L12,84704868,19063081,"LINESTRING Z (-74.85165614700003 5.711875280000015 10, -74.84848299700002 5.714793337000003 10)"
NSA23L12,19061114,19061123,"LINESTRING Z (-74.86753043499999 5.578598118999992 10, -74.86753975900001 5.578516829000023 10)"
NSA23L12,19061259,19061260,"LINESTRING Z (-74.85652700100002 5.633428352999999 10, -74.85369648400001 5.633696742999973 10)"
NSA23L14,19058067,19058068,"LINESTRING Z (-74.942825298 5.585843219000026 10, -74.94404709999998 5.582206808000024 10)"
NSA23L14,19058213,19058214,"LINESTRING Z (-74.95461530300003 5.6928912050000235 10, -74.955279157 5.696354701000018 10)"
FLR23L15,19057489,19057490,"LINESTRING Z (-74.98694500200003 5.590650848999985 10, -74.98808445399999 5.5921044329999745 10)"
FLR23L15,19057478,19057480,"LINESTRING Z (-74.964236879 5.595133792000013 10, -74.96485044600001 5.595323069000017 10)"
FLR23L15,19057381,19057382,"LINESTRING Z (-74.99227463900002 5.505921607999994 10, -74.991822533 5.505225986000028 10)"
FLR23L15,19057461,19057462,"LINESTRING Z (-74.97229849299998 5.573285671999997 10, -74.97182256899998 5.574462364999988 10)"
NSA23L12,19061165,19061166,"LINESTRING Z (-74.859757661 5.562830550000001 10, -74.86033427699999 5.562023988000021 10)"
NSA23L12,19061063,19061065,"LINESTRING Z (-74.78111035699999 5.645301731000018 10, -74.78097200500002 5.645620140999995 10)"
NSA23L14,19102559,19057895,"LINESTRING Z (-74.940300406 5.593623574999981 9, -74.94031874400002 5.593541409000011 10)"
FLR23L15,19057402,19057403,"LINESTRING Z (-74.98448724999997 5.547127724999996 10, -74.985163661 5.547135545999993 10)"
FLR23L15,19057491,19057492,"LINESTRING Z (-74.99580599299998 5.595781960000011 10, -74.99374908300001 5.601978480000014 10)"
NSA23L14,19058256,19058257,"LINESTRING Z (-74.96100319200002 5.706670417999987 12, -74.964267296 5.707621363999976 12)"
NSA23L12,19061463,19061464,"LINESTRING Z (-74.84025784599999 5.54964907599998 10, -74.83829230700002 5.550480159000017 10)"
NSA23L14,19057848,19057849,"LINESTRING Z (-74.90507347800002 5.607328597999981 10, -74.90872232599997 5.606246047000013 10)"
NSA23L14,19058087,19058088,"LINESTRING Z (-74.91229328499998 5.654360253999982 10, -74.909370088 5.656934632999992 10)"
NSA23L13,19057788,19057789,"LINESTRING Z (-74.892735732 5.570877886999995 10, -74.892854107 5.571790996999994 10)"
NSA23L12,19061268,19061269,"LINESTRING Z (-74.87182261499999 5.64490835700002 10, -74.87233181800002 5.645021439000004 10)"
FLR23L15,19057503,19057504,"LINESTRING Z (-75.00189820700001 5.61307776000001 10, -75.00214133399999 5.612942167000028 10)"
NSA23L14,19058125,19058228,"LINESTRING Z (-74.90120831500002 5.667304854000008 10, -74.898068959 5.669519573999992 10)"
NSA23L12,19061289,19061290,"LINESTRING Z (-74.84956852200003 5.680862692999995 10, -74.85447947300003 5.680338586999994 10)"
NSA23L14,19058230,19058231,"LINESTRING Z (-74.88615267099999 5.669564842 10, -74.886923126 5.673353964 10)"
NSA23L12,19061212,19061213,"LINESTRING Z (-74.84942578699997 5.604543596999974 10, -74.84765550600002 5.608520838000004 10)"
NSA23L12,19061628,19061629,"LINESTRING Z (-74.80141765600001 5.668597364999982 10, -74.79887144399999 5.670401701999992 10)"
NSA23L14,19057966,19058043,"LINESTRING Z (-74.94163950699999 5.644825388000015 10, -74.93631491899998 5.651397031999977 10)"
NSA23L12,84390304,84390690,"LINESTRING Z (-74.87753579999998 5.63131734000001 10, -74.87781400199998 5.6332888349999735 10)"
NSA23L12,19061213,92003098,"LINESTRING Z (-74.84765550600002 5.608520838000004 10, -74.847382896 5.612370059 10)"
NSA23L12,19063080,19063086,"LINESTRING Z (-74.85165614700003 5.711875280000015 10, -74.85327409400003 5.7143140680000215 10)"
NSA23L14,19058113,19058052,"LINESTRING Z (-74.93663029099997 5.669588816999976 10, -74.93668515000002 5.669634202999987 10)"
FLR23L15,19057302,19057305,"LINESTRING Z (-75.03363343400002 5.519898451000017 10, -75.034592347 5.5161630800000125 10)"
NSA23L14,19058281,19058282,"LINESTRING Z (-74.979561311 5.688111902000003 12, -74.98239213199997 5.689872647000016 12)"
NSA23L14,19057840,19057841,"LINESTRING Z (-74.89884646500002 5.597823536000021 10, -74.89955253 5.599567474000025 10)"
NSA23L14,19058210,19058211,"LINESTRING Z (-74.97830296199999 5.666939495000008 10, -74.978419427 5.664171942999985 10)"
NSA23L14,19058235,19058236,"LINESTRING Z (-74.926567395 5.683488431000001 10, -74.920671395 5.687333996000007 10)"
FLR23L15,19057477,19057479,"LINESTRING Z (-74.96420076700002 5.595142698000018 10, -74.96398469399998 5.595532305000006 10)"
NSA23L12,19061624,19061625,"LINESTRING Z (-74.81102031799998 5.660754989999987 10, -74.80843336700002 5.663073371999985 10)"
NSA23L14,19058174,19058175,"LINESTRING Z (-74.930951719 5.704548150999983 10, -74.93220320199998 5.703033789000017 10)"
NSA23L14,19057989,19057990,"LINESTRING Z (-74.968692912 5.6530394000000115 10, -74.969213836 5.651429138000026 10)"
NSA23L14,19058233,19058234,"LINESTRING Z (-74.93260303800002 5.6881828269999914 10, -74.92857060699998 5.685764072999973 10)"
FLR23L15,19057594,19057440,"LINESTRING Z (-74.960547416 5.534609569999986 12, -74.959408156 5.533901528999991 12)"
FLR23L15,19057582,19057583,"LINESTRING Z (-74.96121293499999 5.5472661069999845 10, -74.96357796500001 5.5492220059999795 10)"
NSA23L14,19058220,19058221,"LINESTRING Z (-74.937462692 5.7132050939999885 10, -74.93855020799998 5.714302578000002 10)"
NSA23L13,19057765,19057766,"LINESTRING Z (-74.88846021900002 5.575630434999994 10, -74.88865346099999 5.575810074000003 10)"
NSA23L14,19058132,19058138,"LINESTRING Z (-74.97037638699999 5.654972166999983 10, -74.97093003100002 5.65478711999998 10)"
NSA23L14,19058004,19058005,"LINESTRING Z (-74.93108883399998 5.639062690000003 10, -74.93013157000001 5.638385927999991 10)"
NSA23L12,19061247,19061597,"LINESTRING Z (-74.86105854099998 5.624399582000024 10, -74.85777156900002 5.623982237999996 10)"
NSA23L12,19061235,19061618,"LINESTRING Z (-74.822172905 5.652537073000019 10, -74.82218426899999 5.652630187 10)"
NSA23L12,19061152,91329301,"LINESTRING Z (-74.851569531 5.551114156999972 10, -74.85163291700002 5.551045722000026 10)"
FLR23L15,19057341,19057342,"LINESTRING Z (-75.012464582 5.543621432000009 10, -75.011555719 5.544834637000008 10)"
NSA23L13,19057793,19057794,"LINESTRING Z (-74.89443331899997 5.574719221999999 10, -74.89492741700002 5.575246070999981 10)"
FLR23L15,19057429,19057430,"LINESTRING Z (-74.975244095 5.5334799830000065 10, -74.97523482000003 5.53355224400002 10)"
NSA23L14,19058130,19058243,"LINESTRING Z (-74.91046265599999 5.676913723999974 10, -74.90907403900002 5.679166703000021 10)"
NSA23L14,19057975,19057976,"LINESTRING Z (-74.95031477499998 5.652145334000011 10, -74.95224921900001 5.654248940999992 10)"
NSA23L14,19057972,19057973,"LINESTRING Z (-74.94366467499998 5.6472636930000135 10, -74.94476788999998 5.648491310999987 10)"
FLR23L15,19057387,19057388,"LINESTRING Z (-74.99213651999997 5.527341354999976 10, -74.99129172200003 5.524178167999992 10)"
NSA23L12,19061453,19061454,"LINESTRING Z (-74.77366869600002 5.656155582999986 15, -74.77469345899999 5.656803898000021 12)"
FLR23L15,19057545,19057546,"LINESTRING Z (-74.97597563599999 5.510210020999978 10, -74.975487058 5.509889292000025 10)"
NSA23L14,19057902,19057903,"LINESTRING Z (-74.94060105599999 5.595277469999985 10, -74.940782636 5.596190831000001 10)"
FLR23L15,19057337,19057338,"LINESTRING Z (-75.01304762199999 5.529506707999985 10, -75.01196698000001 5.531108819999986 10)"
NSA23L14,19058087,19058090,"LINESTRING Z (-74.91229328499998 5.654360253999982 10, -74.90845513400001 5.650001182999972 10)"
FLR23L15,19057413,19057540,"LINESTRING Z (-74.97813297800002 5.522209549000024 10, -74.97817375699998 5.5221545690000085 10)"
NSA23L12,19061056,19061108,"LINESTRING Z (-74.782598012 5.639035073999992 10, -74.783232096 5.639258953000024 10)"
FLR23L15,19057528,19057529,"LINESTRING Z (-75.00707957399999 5.6311258680000265 10, -75.00690990499999 5.632165421000025 10)"
NSA23L12,19060994,19060995,"LINESTRING Z (-74.81194890799998 5.594628984999986 10, -74.809434351 5.597688713000025 10)"
NSA23L12,19061162,19061163,"LINESTRING Z (-74.85525689899998 5.564626213999986 10, -74.85673430899999 5.565066430999991 10)"
FLR23L15,19057522,19057523,"LINESTRING Z (-75.00798449500002 5.626756994999994 10, -75.00826426499998 5.626973974000009 10)"
NSA23L14,19058177,19058169,"LINESTRING Z (-74.93009653799999 5.6943671160000235 10, -74.93066431699998 5.695485247000022 10)"
NSA23L13,91972984,91881224,"LINESTRING Z (-74.88789506799998 5.575053619000016 10, -74.88807416100002 5.574895179000009 10)"
NSA23L13,19057754,19057753,"LINESTRING Z (-74.886255382 5.576999340999976 10, -74.88546935099998 5.5768834529999936 10)"
NSA23L12,84329583,84329615,"LINESTRING Z (-74.82748333 5.697297221999975 10, -74.82806389000001 5.698338889000013 10)"
NSA23L12,19061416,19061417,"LINESTRING Z (-74.806060349 5.674550345 10, -74.80815697100002 5.680440897999972 10)"
FLR23L15,19057334,19057335,"LINESTRING Z (-75.014715653 5.528870892999976 10, -75.01488998600001 5.5303535780000175 10)"
NSA23L14,19058254,19058253,"LINESTRING Z (-74.89276682799999 5.573195822999992 10, -74.89340156700001 5.572763536000025 10)"
FLR23L15,19100279,19057510,"LINESTRING Z (-74.99579507800001 5.611559492000026 10, -74.99319779199999 5.612928346999979 10)"
NSA23L12,19063075,19063076,"LINESTRING Z (-74.83883458999998 5.729037075999997 10, -74.837729491 5.7322721400000205 10)"
NSA23L14,19058124,19058126,"LINESTRING Z (-74.90288827799998 5.665772285999992 10, -74.89970842299999 5.663401822000026 10)"
NSA23L12,19102425,19061094,"LINESTRING Z (-74.834728848 5.580711876000009 10, -74.83565936399998 5.578875706000019 10)"
NSA23L14,19058219,19058220,"LINESTRING Z (-74.935891395 5.713623943000016 10, -74.937462692 5.7132050939999885 10)"
FLR23L15,19057283,19057284,"LINESTRING Z (-75.01395582200001 5.498519111000007 10, -75.013973362 5.49840168999998 10)"
NSA23L12,19061608,19061058,"LINESTRING Z (-74.78261294599997 5.640739256000018 10, -74.78255705200002 5.642334730000016 10)"
NSA23L12,19063115,19063116,"LINESTRING Z (-74.890757135 5.719915350999997 10, -74.89238095399998 5.721105306000027 11)"
NSA23L14,91860822,19058054,"LINESTRING Z (-74.94031102000002 5.670256699999982 10, -74.93887432000002 5.673102420000021 10)"
NSA23L12,19061282,19061283,"LINESTRING Z (-74.84388239499998 5.6669740140000044 10, -74.84619911800002 5.674616605999972 10)"
FLR23L15,19057577,19057578,"LINESTRING Z (-74.952573126 5.52775736000001 10, -74.951535272 5.527450000999977 10)"
NSA23L12,19061134,19061135,"LINESTRING Z (-74.86964473799998 5.593668510999976 10, -74.87197994299999 5.596516491999978 10)"
NSA23L14,19058108,19058109,"LINESTRING Z (-74.897321525 5.607703624999999 9, -74.89613708500002 5.609686292999982 10)"
NSA23L12,19063081,19063082,"LINESTRING Z (-74.84848299700002 5.714793337000003 10, -74.84624523600002 5.718655657999989 10)"
NSA23L12,19061001,19061003,"LINESTRING Z (-74.80775997299997 5.601307384999984 10, -74.806245639 5.602485192000017 10)"
NSA23L12,91329301,19061485,"LINESTRING Z (-74.85163291700002 5.551045722000026 10, -74.85252604800002 5.55048524 10)"
FLR23L15,19057297,19057298,"LINESTRING Z (-75.03267045299998 5.521662798000023 10, -75.03268783700003 5.521590560999982 10)"
FLR23L15,19057404,19057405,"LINESTRING Z (-74.986617378 5.547440724000012 10, -74.99048126600002 5.548447560999989 10)"
NSA23L12,19061095,19061096,"LINESTRING Z (-74.83978130499997 5.580207987999984 10, -74.840982096 5.580106845999978 10)"
NSA23L14,19058090,19058093,"LINESTRING Z (-74.90845513400001 5.650001182999972 10, -74.90531180400001 5.646552869000004 10)"
FLR23L15,19057445,19057548,"LINESTRING Z (-74.95472123500002 5.531837911000025 10, -74.95473598500001 5.531748499999992 10)"
NSA23L14,19057937,19057939,"LINESTRING Z (-74.94264694200001 5.624416290999989 10, -74.94258373600002 5.624434131999976 10)"
FLR23L15,19057500,19057501,"LINESTRING Z (-74.99581240700002 5.610998360999986 10, -74.99579507800001 5.611559492000026 10)"
FLR23L15,19057400,19057422,"LINESTRING Z (-74.98415950399999 5.545184538000001 10, -74.98187543 5.550658193000004 10)"
FLR23L15,19057347,19057348,"LINESTRING Z (-75.008077334 5.5367207709999775 10, -75.00789452700002 5.535346505000007 10)"
NSA23L12,19061562,19061077,"LINESTRING Z (-74.82651361299997 5.579302427000016 10, -74.82473593700001 5.578852843999982 10)"
