CIRCUITO,geometry
NSA23L13,POINT Z (-74.88623486899996 5.576694742000029 5)
FLR23L15,POINT Z (-74.98759706299995 5.57670384100004 5)
NSA23L14,POINT Z (-74.91116265499994 5.5767475130000435 7.5)
NSA23L13,POINT Z (-74.88546935099998 5.57688345300005 5)
NSA23L12,POINT Z (-74.86094930199994 5.576920585000039 5)
NSA23L13,POINT Z (-74.90028123999997 5.576932258000056 5)
NSA23L12,POINT Z (-74.86752653499997 5.576993278000032 5)
NSA23L13,POINT Z (-74.88625538199994 5.5769993410000325 7.5)
NSA23L12,POINT Z (-74.84418148399999 5.5771461770000315 5)
NSA23L14,POINT Z (-74.89186881399996 5.577254312000036 5)
NSA23L14,POINT Z (-74.91149711099996 5.577280994000034 7.5)
NSA23L12,POINT Z (-74.82382650699998 5.577292463000049 5)
NSA23L14,POINT Z (-74.91147967499995 5.577362258000051 7.5)
NSA23L13,POINT Z (-74.88597285599997 5.577545886000053 5)
NSA23L14,POINT Z (-74.93165147699995 5.577558353000029 5)
NSA23L12,POINT Z (-74.86068354899999 5.57755843700005 5)
NSA23L12,POINT Z (-74.82059146799998 5.577773391000051 5)
FLR23L15,POINT Z (-74.98779318999993 5.577862165000056 5)
NSA23L12,POINT Z (-74.87539036199996 5.577909289000047 7.5)
NSA23L13,POINT Z (-74.88585605899993 5.577909612000042 5)
NSA23L13,POINT Z (-74.88567195499996 5.57794055200003 5)
NSA23L14,POINT Z (-74.92160794099993 5.577950778000059 5)
NSA23L12,POINT Z (-74.82362457299996 5.577977513000064 5)
NSA23L12,POINT Z (-74.87541805099994 5.5779816830000755 5)
FLR23L15,POINT Z (-74.97799187199996 5.578024183000025 5)
NSA23L12,POINT Z (-74.87365819599995 5.578047366000021 5)
NSA23L12,POINT Z (-74.86003932299997 5.578110822000042 5)
NSA23L14,POINT Z (-74.92019041499998 5.578113647000066 5)
NSA23L12,POINT Z (-74.84357858699997 5.578213750000032 5)
NSA23L14,POINT Z (-74.92232791999999 5.578378138000062 5)
NSA23L12,POINT Z (-74.82313766999994 5.578421113000047 8)
NSA23L14,POINT Z (-74.94568416699997 5.578461651000055 5)
NSA23L14,POINT Z (-74.91032566199993 5.578466769000045 5)
NSA23L12,POINT Z (-74.82307422799994 5.578502193000077 5)
NSA23L12,POINT Z (-74.86753975899995 5.578516829000023 5)
NSA23L12,POINT Z (-74.86753043499994 5.578598119000048 8)
FLR23L15,POINT Z (-74.98866440699999 5.578648765000025 5)
NSA23L12,POINT Z (-74.86752201299998 5.578679413000032 5)
NSA23L14,POINT Z (-74.93066877499996 5.578684329000055 5)
NSA23L12,POINT Z (-74.82437272999994 5.578788197000051 5)
NSA23L14,POINT Z (-74.92266010899993 5.578795038000067 5)
NSA23L12,POINT Z (-74.86318155499998 5.57882118200007 5)
NSA23L12,POINT Z (-74.86368658499998 5.578829413000051 5)
NSA23L12,POINT Z (-74.82473593699996 5.578852844000039 5)
NSA23L12,POINT Z (-74.83565936399998 5.578875706000076 5)
NSA23L12,POINT Z (-74.84064935099997 5.578906497000048 5)
NSA23L12,POINT Z (-74.86100663499997 5.578941283000063 5)
NSA23L12,POINT Z (-74.85926503499996 5.578952774000072 5)
NSA23L12,POINT Z (-74.85758631599998 5.579031364000059 5)
NSA23L12,POINT Z (-74.85754096399995 5.579099867000025 7.5)
NSA23L12,POINT Z (-74.84305646799999 5.579146088000073 5)
NSA23L12,POINT Z (-74.85672443199996 5.579184428000076 5)
NSA23L12,POINT Z (-74.82659488399997 5.57927563100003 5)
NSA23L12,POINT Z (-74.82651361299997 5.579302427000073 7.5)
NSA23L12,POINT Z (-74.85434983899995 5.579400434000036 5)
NSA23L12,POINT Z (-74.82733660499997 5.579412208000065 5)
NSA23L12,POINT Z (-74.85287610299997 5.579412920000038 5)
NSA23L12,POINT Z (-74.86804657199997 5.5794928380000215 5)
NSA23L13,POINT Z (-74.88520970999997 5.579520177000063 5)
NSA23L12,POINT Z (-74.82844631099994 5.579779708000046 5)
NSA23L13,POINT Z (-74.88515093999996 5.579934139000045 5)
NSA23L14,POINT Z (-74.93026098699994 5.5799524730000485 5)
NSA23L12,POINT Z (-74.84259699099994 5.579969328000061 5)
NSA23L12,POINT Z (-74.84260666999995 5.5800326160000395 8)
NSA23L12,POINT Z (-74.84098209599995 5.580106846000035 5)
NSA23L12,POINT Z (-74.83982663799998 5.580144909000069 5)
NSA23L12,POINT Z (-74.87607815999996 5.580175447000045 5)
NSA23L12,POINT Z (-74.83978130499997 5.580207988000041 7.5)
NSA23L12,POINT Z (-74.83038053899998 5.580330181000022 5)
NSA23L12,POINT Z (-74.83965628699997 5.58035479800003 4.5)
NSA23L14,POINT Z (-74.91741327599993 5.5803553220000595 5)
NSA23L14,POINT Z (-74.91696197499994 5.580446735000066 7.5)
NSA23L14,POINT Z (-74.92944627599996 5.580518793000067 5)
NSA23L12,POINT Z (-74.83229205799995 5.580688096000074 5)
NSA23L12,POINT Z (-74.83472884799994 5.580711876000066 7.5)
NSA23L12,POINT Z (-74.83384402999997 5.580731082000057 5)
NSA23L14,POINT Z (-74.89113389099998 5.580862491000062 5)
NSA23L14,POINT Z (-74.92877145799997 5.581059417000063 5)
NSA23L14,POINT Z (-74.91001469899999 5.581107874000054 5)
NSA23L14,POINT Z (-74.91845476099996 5.581307285000037 5)
NSA23L14,POINT Z (-74.92618625799997 5.5813743520000685 5)
NSA23L12,POINT Z (-74.82071417299994 5.581525568000075 5)
NSA23L14,POINT Z (-74.91902722599997 5.581631802000061 5)
NSA23L14,POINT Z (-74.91975650299997 5.582037198000023 5)
NSA23L12,POINT Z (-74.82027078599998 5.582143724000048 0)
NSA23L14,POINT Z (-74.94404709999998 5.582206808000024 5)
FLR23L15,POINT Z (-74.98309709799997 5.582302403000028 5)
NSA23L12,POINT Z (-74.86936994299998 5.582543018000024 5)
NSA23L12,POINT Z (-74.81988489899999 5.582584094000026 5)
NSA23L13,POINT Z (-74.88501943999995 5.5828518610000515 5)
NSA23L14,POINT Z (-74.91031436699996 5.583250617000033 5)
NSA23L12,POINT Z (-74.87715600699994 5.583293379000054 5)
NSA23L14,POINT Z (-74.92232648899994 5.583450326000047 5)
NSA23L13,POINT Z (-74.88498746999994 5.583548722000046 5)
NSA23L12,POINT Z (-74.84879007999996 5.583738890000063 5)
NSA23L14,POINT Z (-74.92743574599996 5.584006759000033 5)
FLR23L15,POINT Z (-74.96496012999995 5.584128734000046 5)
NSA23L12,POINT Z (-74.86927915799998 5.584288447000063 5)
NSA23L14,POINT Z (-74.88888208199995 5.584427953000045 7.5)
NSA23L14,POINT Z (-74.88897227199999 5.584428290000062 5)
NSA23L12,POINT Z (-74.86925319599999 5.584573011000032 5)
FLR23L15,POINT Z (-74.98669272699993 5.584991055000046 5)
NSA23L14,POINT Z (-74.94282529799995 5.585843219000026 5)
NSA23L14,POINT Z (-74.92684231899995 5.5859664140000405 7.5)
NSA23L12,POINT Z (-74.87857730399998 5.585978863000037 5)
NSA23L14,POINT Z (-74.92693104499995 5.585981767000021 8)
NSA23L14,POINT Z (-74.92685184599998 5.586074887000052 5)
NSA23L12,POINT Z (-74.86189691299995 5.586100372000033 7.5)
NSA23L12,POINT Z (-74.86397531599994 5.5864705760000675 5)
FLR23L15,POINT Z (-74.98621729999996 5.586537376000024 5)
NSA23L12,POINT Z (-74.86936427499995 5.586696934000031 7.5)
NSA23L12,POINT Z (-74.86546332199998 5.586748184000044 5)
NSA23L14,POINT Z (-74.89089822799997 5.586758716000077 5)
NSA23L12,POINT Z (-74.86923145199995 5.586761494000029 5)
NSA23L14,POINT Z (-74.93498431899997 5.586921585000027 5)
NSA23L14,POINT Z (-74.92617668599996 5.586952567000026 5)
NSA23L12,POINT Z (-74.81471050499994 5.5871299690000455 7.5)
NSA23L14,POINT Z (-74.89167501299994 5.587182707000068 5)
FLR23L15,POINT Z (-74.96244708399996 5.587188549000075 7.5)
NSA23L14,POINT Z (-74.89171089099995 5.587236155000028 5)
NSA23L12,POINT Z (-74.81483261599993 5.58727140000002 5)
FLR23L15,POINT Z (-74.98595634199995 5.587378681000075 5)
FLR23L15,POINT Z (-74.95580162299996 5.588002404000065 5)
NSA23L12,POINT Z (-74.86009281099996 5.588091438000049 5)
NSA23L12,POINT Z (-74.86269436099997 5.588451882000072 5)
FLR23L15,POINT Z (-74.98615626499998 5.58848189400004 5)
NSA23L14,POINT Z (-74.94193603799994 5.588557291000029 5)
NSA23L12,POINT Z (-74.81569319399995 5.588630103000071 5)
NSA23L14,POINT Z (-74.89349060599994 5.588635292000049 5)
FLR23L15,POINT Z (-74.96254903399995 5.589186940000047 5)
NSA23L12,POINT Z (-74.85915035099998 5.589277928000058 5)
NSA23L14,POINT Z (-74.93280430899995 5.589393243000075 5)
NSA23L12,POINT Z (-74.85157652199996 5.5896531040000355 5)
NSA23L14,POINT Z (-74.93583709199999 5.590022445000045 5)
NSA23L14,POINT Z (-74.92439377299996 5.590337423000051 5)
NSA23L14,POINT Z (-74.89576778999998 5.5903868900000475 5)
NSA23L14,POINT Z (-74.94127230999999 5.59051220200007 5)
FLR23L15,POINT Z (-74.98694500199997 5.590650849000042 5)
FLR23L15,POINT Z (-74.95818351499997 5.590685712000038 5)
NSA23L12,POINT Z (-74.85302342599994 5.5907790780000255 5)
NSA23L14,POINT Z (-74.95039539699997 5.590832782000064 5)
FLR23L15,POINT Z (-74.95633241399997 5.590975273000026 5)
NSA23L14,POINT Z (-74.93603698399994 5.591106663000062 5)
NSA23L14,POINT Z (-74.93600154399996 5.591178826000032 8)
NSA23L14,POINT Z (-74.89682458199997 5.591189641000028 5)
NSA23L12,POINT Z (-74.81334733099999 5.591224268000076 5)
NSA23L14,POINT Z (-74.93601928699997 5.591260220000038 5)
FLR23L15,POINT Z (-74.96247108899996 5.591547055000035 5)
FLR23L15,POINT Z (-74.95698474599999 5.591699809000033 7.5)
FLR23L15,POINT Z (-74.95702075999998 5.5917180130000474 5)
NSA23L14,POINT Z (-74.94086636999998 5.59176861800006 5)
FLR23L15,POINT Z (-74.95644330099998 5.59177285100003 7.5)
NSA23L12,POINT Z (-74.81699507199994 5.591793166000059 5)
NSA23L12,POINT Z (-74.85687873899997 5.5920641900000305 5)
FLR23L15,POINT Z (-74.98808445399999 5.592104433000031 5)
FLR23L15,POINT Z (-74.95454878199996 5.592128356000046 5)
NSA23L14,POINT Z (-74.89711492399994 5.592183818000024 5)
NSA23L14,POINT Z (-74.93558773299998 5.592364719000045 5)
FLR23L15,POINT Z (-74.95331306399999 5.592383228000074 5)
NSA23L14,POINT Z (-74.95074101399996 5.592532028000051 5)
NSA23L14,POINT Z (-74.93535459099996 5.5929792570000245 5)
NSA23L14,POINT Z (-74.93922569599994 5.593009679000033 5)
FLR23L15,POINT Z (-74.94972544099994 5.593018123000036 5)
NSA23L12,POINT Z (-74.85446957899995 5.593058957000039 5)
NSA23L14,POINT Z (-74.93537024899996 5.593137454000043 5)
NSA23L12,POINT Z (-74.85591286699997 5.593237027000043 8)
NSA23L14,POINT Z (-74.89744097399995 5.593277528000044 7.5)
NSA23L14,POINT Z (-74.89747701799996 5.593286698000043 5)
NSA23L14,POINT Z (-74.94031874399997 5.593541409000068 5)
NSA23L14,POINT Z (-74.94030040599995 5.593623575000038 8)
NSA23L12,POINT Z (-74.86960691599995 5.593653007000057 5)
NSA23L12,POINT Z (-74.86964473799998 5.593668511000033 7.5)
NSA23L14,POINT Z (-74.94024686199998 5.593713746000049 5)
NSA23L12,POINT Z (-74.81243473199999 5.593769750000035 5)
NSA23L12,POINT Z (-74.86841667299996 5.593814781000049 5)
NSA23L14,POINT Z (-74.94167238199998 5.593847270000026 5)
NSA23L14,POINT Z (-74.93699795299995 5.5939720650000595 5)
FLR23L15,POINT Z (-74.95826071299996 5.594039517000056 5)
NSA23L14,POINT Z (-74.94356817499994 5.594133419000059 5)
NSA23L14,POINT Z (-74.94358688699998 5.5941967430000545 5)
NSA23L12,POINT Z (-74.81194890799998 5.594628985000043 5)
NSA23L14,POINT Z (-74.90012346599997 5.594946592000042 5)
FLR23L15,POINT Z (-74.96416424199998 5.595016052000062 5)
FLR23L15,POINT Z (-74.96423687899994 5.59513379200007 5)
FLR23L15,POINT Z (-74.96420076699997 5.595142698000075 7.5)
NSA23L14,POINT Z (-74.94060105599993 5.595277470000042 5)
NSA23L12,POINT Z (-74.86717370499997 5.59528479100004 5)
FLR23L15,POINT Z (-74.96485044599996 5.595323069000074 5)
NSA23L14,POINT Z (-74.92031281999994 5.595397298000023 5)
FLR23L15,POINT Z (-74.96540187599999 5.595485010000061 5)
FLR23L15,POINT Z (-74.96398469399998 5.595532305000063 5)
FLR23L15,POINT Z (-74.99580599299998 5.595781960000068 5)
NSA23L14,POINT Z (-74.95135961399995 5.595812781000063 5)
NSA23L14,POINT Z (-74.94930184099996 5.595915546000072 5)
NSA23L14,POINT Z (-74.95009635099996 5.595950968000068 5)
NSA23L14,POINT Z (-74.95109795799993 5.596084738000059 5)
FLR23L15,POINT Z (-74.96729741499996 5.59610544700007 5)
NSA23L14,POINT Z (-74.94078263599994 5.596190831000058 5)
NSA23L14,POINT Z (-74.95095048999997 5.5962080040000615 5)
NSA23L14,POINT Z (-74.94929338099996 5.5962589080000384 12)
NSA23L14,POINT Z (-74.94078314299998 5.596299272000067 5)
NSA23L14,POINT Z (-74.94779557199996 5.596406176000073 5)
NSA23L14,POINT Z (-74.94097216199998 5.596407498000076 5)
NSA23L12,POINT Z (-74.87189337299998 5.596512551000046 5.5)
NSA23L12,POINT Z (-74.87197994299999 5.596516492000035 7.5)
NSA23L14,POINT Z (-74.89855608699997 5.596838394000031 5)
FLR23L15,POINT Z (-74.96302998799996 5.596898825000039 5)
NSA23L12,POINT Z (-74.87121942599998 5.597047664000058 5)
NSA23L12,POINT Z (-74.85277321099994 5.59707266700002 5)
NSA23L12,POINT Z (-74.87357503699997 5.597108051000021 5)
NSA23L12,POINT Z (-74.80943435099994 5.597688713000025 7.5)
NSA23L14,POINT Z (-74.89884646499996 5.597823536000021 5)
NSA23L12,POINT Z (-74.87014657099996 5.597890307000057 5)
NSA23L12,POINT Z (-74.81042788799994 5.598012434000054 5)
NSA23L14,POINT Z (-74.90959497999995 5.598070416000041 5)
NSA23L14,POINT Z (-74.94349649399999 5.598221328000022 5)
NSA23L12,POINT Z (-74.81168426599999 5.598469095000041 5)
NSA23L12,POINT Z (-74.85131121699999 5.599447208000072 5)
NSA23L14,POINT Z (-74.89955252999994 5.599567474000025 5)
NSA23L12,POINT Z (-74.87314562099994 5.599775730000033 5)
NSA23L14,POINT Z (-74.91144753999998 5.59979510900007 5)
NSA23L12,POINT Z (-74.86646807299996 5.600400213000057 7.5)
NSA23L12,POINT Z (-74.84588871699998 5.600677123000025 5)
NSA23L12,POINT Z (-74.86724108699997 5.600863078000032 5)
NSA23L12,POINT Z (-74.80775997299997 5.601307385000041 5)
FLR23L15,POINT Z (-74.99509372099999 5.601542272000074 5)
NSA23L14,POINT Z (-74.91719065799998 5.601658898000039 7.5)
FLR23L15,POINT Z (-74.99771056199995 5.6017639590000385 5)
NSA23L14,POINT Z (-74.91694693199997 5.601957104000064 5)
FLR23L15,POINT Z (-74.99381228699997 5.6019606320000435 5)
FLR23L15,POINT Z (-74.99374908299995 5.601978480000071 7.5)
NSA23L12,POINT Z (-74.85038555999995 5.602136433000055 5)
FLR23L15,POINT Z (-74.98967953199997 5.60214740300006 5)
NSA23L14,POINT Z (-74.94916674499996 5.602326565000055 5)
NSA23L12,POINT Z (-74.80624563899994 5.602485192000074 5)
FLR23L15,POINT Z (-74.99390326899999 5.602502267000034 7.5)
NSA23L12,POINT Z (-74.86511578099999 5.602631547000044 5)
FLR23L15,POINT Z (-74.99384054699993 5.602638501000058 5)
NSA23L12,POINT Z (-74.86886457099996 5.603256575000046 5)
NSA23L12,POINT Z (-74.84972302099999 5.603699858000027 5)
NSA23L12,POINT Z (-74.80457762899994 5.6037527530000375 5)
NSA23L12,POINT Z (-74.84975886699993 5.603760536000038 7.5)
NSA23L12,POINT Z (-74.87163050799995 5.604056789000026 7.5)
NSA23L12,POINT Z (-74.87168892899996 5.604111227000033 5)
NSA23L14,POINT Z (-74.89987460899994 5.604160958000023 5)
NSA23L14,POINT Z (-74.94196825199998 5.6044980060000285 5)
NSA23L12,POINT Z (-74.86845032199994 5.604522786000075 5)
NSA23L12,POINT Z (-74.84942578699997 5.604543597000031 5)
NSA23L12,POINT Z (-74.80248542599998 5.6053285810000375 5)
NSA23L12,POINT Z (-74.86626296899993 5.605520235000029 5)
NSA23L14,POINT Z (-74.94318925799996 5.606060383000056 5)
NSA23L12,POINT Z (-74.86495850899996 5.606066500000054 5)
NSA23L12,POINT Z (-74.80130416799994 5.606198641000049 7.5)
NSA23L14,POINT Z (-74.90872232599997 5.60624604700007 5)
NSA23L14,POINT Z (-74.90004924499993 5.606438774000026 7.5)
NSA23L14,POINT Z (-74.89999602699999 5.606439480000063 4.5)
NSA23L12,POINT Z (-74.84742795999995 5.606456134000041 5)
NSA23L12,POINT Z (-74.87910899299999 5.60657175700004 4.5)
FLR23L15,POINT Z (-75.00457813799994 5.606961127000034 5)
NSA23L14,POINT Z (-74.94391206599994 5.606963976000031 5)
NSA23L14,POINT Z (-74.91577210699995 5.606977033000021 5)
NSA23L12,POINT Z (-74.84417335399996 5.607048206000059 5)
NSA23L12,POINT Z (-74.87243361099996 5.6070733960000325 5)
FLR23L15,POINT Z (-75.00174407299994 5.607192344000055 5)
NSA23L14,POINT Z (-74.90507347799996 5.607328598000038 7.5)
NSA23L12,POINT Z (-74.88183306799993 5.607483826000021 5)
FLR23L15,POINT Z (-75.00139299899996 5.60750015900004 5)
NSA23L14,POINT Z (-74.90015956199994 5.607577769000045 5)
NSA23L14,POINT Z (-74.90012337999997 5.6076056460000245 7.5)
NSA23L14,POINT Z (-74.89732152499994 5.607703625000056 4.5)
NSA23L12,POINT Z (-74.80071015699997 5.607736020000061 5)
FLR23L15,POINT Z (-75.00121334099998 5.60779864400007 5)
NSA23L12,POINT Z (-74.83939132199998 5.607998553000073 5)
NSA23L12,POINT Z (-74.83469664999996 5.6080392690000735 5)
NSA23L12,POINT Z (-74.83277815299994 5.608302973000036 5)
NSA23L14,POINT Z (-74.90380620699995 5.608304330000067 5)
NSA23L14,POINT Z (-74.94497953399997 5.60833602200006 5)
NSA23L14,POINT Z (-74.94504247499998 5.608390472000053 7.5)
NSA23L12,POINT Z (-74.82538477299994 5.608391961000052 5)
NSA23L12,POINT Z (-74.84765550599997 5.608520838000061 7.5)
NSA23L12,POINT Z (-74.81687818099994 5.608555157000069 5)
NSA23L12,POINT Z (-74.84766424699995 5.6085940640000445 5)
NSA23L12,POINT Z (-74.79802177299996 5.608616454000071 5)
NSA23L12,POINT Z (-74.87282374799997 5.608619158000067 5)
NSA23L14,POINT Z (-74.94755180599998 5.608640009000055 5)
NSA23L14,POINT Z (-74.90019685099998 5.608708358000058 5)
NSA23L14,POINT Z (-74.94771467299995 5.608748140000046 5)
NSA23L12,POINT Z (-74.80042436699995 5.6088670870000215 5)
FLR23L15,POINT Z (-75.00057359999994 5.608875380000029 5)
NSA23L12,POINT Z (-74.82207002899997 5.608912281000073 5)
NSA23L12,POINT Z (-74.82933303299995 5.609186080000029 5)
NSA23L14,POINT Z (-74.90374019699993 5.609321582000064 5)
NSA23L14,POINT Z (-74.94360848699995 5.609333174000028 5)
NSA23L12,POINT Z (-74.83064102599997 5.609367318000068 5)
NSA23L14,POINT Z (-74.95278520399995 5.609375693000061 5)
NSA23L14,POINT Z (-74.95239278899999 5.609388723000052 5)
NSA23L14,POINT Z (-74.95186860199993 5.609423864000064 5)
NSA23L14,POINT Z (-74.94890682799996 5.609569403000023 5)
NSA23L14,POINT Z (-74.94899699599995 5.6095778650000625 8)
NSA23L14,POINT Z (-74.94922876299995 5.609590458000071 5)
NSA23L14,POINT Z (-74.89613708499996 5.609686293000038 5)
NSA23L14,POINT Z (-74.95156899999995 5.609711043000061 5)
NSA23L12,POINT Z (-74.87319671499995 5.609934431000056 5)
NSA23L12,POINT Z (-74.79611967799997 5.6100023340000575 5)
FLR23L15,POINT Z (-74.99590073599995 5.610256745000072 7.5)
NSA23L12,POINT Z (-74.79494749599996 5.610853434000035 5)
FLR23L15,POINT Z (-74.98509049799998 5.610888614000032 5)
NSA23L12,POINT Z (-74.79997513599994 5.610976089000076 5)
FLR23L15,POINT Z (-74.99581240699996 5.610998361000043 5)
NSA23L14,POINT Z (-74.90465370699997 5.611072623000041 5)
NSA23L14,POINT Z (-74.91990280099998 5.61123042600002 5)
NSA23L14,POINT Z (-74.89518601999998 5.6112451210000245 5)
NSA23L14,POINT Z (-74.91989965199997 5.611350599000048 5)
NSA23L12,POINT Z (-74.87363945499999 5.611403584000072 5)
FLR23L15,POINT Z (-74.99579507799996 5.611559492000026 5)
NSA23L12,POINT Z (-74.79388288299998 5.611641701000053 5)
FLR23L15,POINT Z (-74.98569590599999 5.611855019000075 5)
FLR23L15,POINT Z (-74.99910833899997 5.61228612900004 7.5)
NSA23L12,POINT Z (-74.84738289599994 5.612370059000057 5)
NSA23L12,POINT Z (-74.79273785799995 5.612465793000069 5)
FLR23L15,POINT Z (-74.99319779199999 5.612928347000036 5)
FLR23L15,POINT Z (-75.00214133399999 5.612942167000028 5)
NSA23L12,POINT Z (-74.87425689299994 5.612947495000071 5)
FLR23L15,POINT Z (-75.00189820699995 5.613077760000067 5)
NSA23L14,POINT Z (-74.90050151499997 5.613129184000059 5)
NSA23L12,POINT Z (-74.79223325299995 5.613271609000037 5)
NSA23L14,POINT Z (-74.89381085899998 5.613331886000026 5)
NSA23L14,POINT Z (-74.90092712399996 5.613646749000054 5)
FLR23L15,POINT Z (-74.98911108699997 5.6138391040000215 5)
NSA23L12,POINT Z (-74.88514764799999 5.614013249000038 5)
FLR23L15,POINT Z (-74.98698191399995 5.614203794000048 7.5)
FLR23L15,POINT Z (-74.98706302999994 5.6142221590000645 5)
NSA23L12,POINT Z (-74.79156691099996 5.614384004000044 7.5)
NSA23L14,POINT Z (-74.92153215999997 5.614799539000046 5)
NSA23L12,POINT Z (-74.88406174599999 5.614959782000028 5)
NSA23L14,POINT Z (-74.95201972299998 5.615252165000072 5)
NSA23L12,POINT Z (-74.79101726299996 5.615406498000027 5)
NSA23L14,POINT Z (-74.97421845999997 5.6154284680000615 5)
NSA23L14,POINT Z (-74.92196142799997 5.616289438000024 5)
NSA23L12,POINT Z (-74.79045901699999 5.616320528000074 5)
NSA23L12,POINT Z (-74.87374394999995 5.616468776000033 5)
NSA23L14,POINT Z (-74.90853638199997 5.6165107290000265 5)
NSA23L12,POINT Z (-74.87369760399997 5.616560770000035 7.5)
NSA23L12,POINT Z (-74.79012610699994 5.616808957000046 5)
NSA23L12,POINT Z (-74.84531627299998 5.6169380050000655 5)
NSA23L14,POINT Z (-74.89981294899997 5.617104422000068 5)
NSA23L14,POINT Z (-74.94838544499999 5.617264921000071 5)
NSA23L14,POINT Z (-74.94829568699998 5.6173911060000705 7.5)
NSA23L14,POINT Z (-74.92197231699998 5.617495851000058 5)
NSA23L12,POINT Z (-74.78970211899997 5.617523824000045 5)
FLR23L15,POINT Z (-74.98842238499998 5.618261998000037 5)
NSA23L12,POINT Z (-74.78881015999997 5.618438348000041 5)
NSA23L12,POINT Z (-74.87012831399994 5.619014143000072 5)
NSA23L14,POINT Z (-74.94486004999999 5.619096407000029 5)
NSA23L14,POINT Z (-74.89916602599999 5.619097233000048 5)
NSA23L12,POINT Z (-74.78792611999995 5.619172186000071 5)
NSA23L14,POINT Z (-74.94605993499994 5.619284242000049 5)
NSA23L14,POINT Z (-74.94614111499999 5.619284539000034 7.5)
NSA23L12,POINT Z (-74.87989142899994 5.619666420000044 5)
NSA23L14,POINT Z (-74.97624868999998 5.620006609000029 5)
NSA23L12,POINT Z (-74.86802022199998 5.620024529000034 5)
NSA23L12,POINT Z (-74.88165701899999 5.620270373000039 7.5)
NSA23L14,POINT Z (-74.94533085999996 5.620343379000076 5)
FLR23L15,POINT Z (-75.00666608599994 5.620538474000057 5)
NSA23L12,POINT Z (-74.84363259799994 5.620885720000047 5)
NSA23L14,POINT Z (-74.94478908299999 5.62099474300004 5)
FLR23L15,POINT Z (-74.98918496599998 5.621189972000025 5)
NSA23L14,POINT Z (-74.94430409399996 5.621656256000051 5)
NSA23L12,POINT Z (-74.88092300899996 5.621693023000034 5)
NSA23L14,POINT Z (-74.91764995899996 5.6218986810000615 5)
NSA23L12,POINT Z (-74.86529412199997 5.622030150000057 7.5)
NSA23L12,POINT Z (-74.86534247799995 5.622122502000025 5)
FLR23L15,POINT Z (-74.98949518799998 5.622979482000062 6.333299999998417)
NSA23L14,POINT Z (-74.98949518799998 5.622979482000062 6.333299999998417)
NSA23L12,POINT Z (-74.84239226199998 5.623049607000041 5.5)
NSA23L12,POINT Z (-74.85303992199994 5.6232620720000455 5)
NSA23L12,POINT Z (-74.85542627999996 5.623320884000066 5)
NSA23L14,POINT Z (-74.94263759399996 5.623765620000029 5)
NSA23L14,POINT Z (-74.98709966699994 5.623907106000047 5)
NSA23L14,POINT Z (-74.94060646399998 5.623957877000066 5)
NSA23L12,POINT Z (-74.85777156899996 5.623982238000053 5)
NSA23L12,POINT Z (-74.86145212999998 5.6240739730000655 5)
NSA23L14,POINT Z (-74.94172670999995 5.624218628000051 5)
NSA23L12,POINT Z (-74.86638787299995 5.62426262200006 5)
NSA23L12,POINT Z (-74.78440365899996 5.624357453000073 5)
NSA23L12,POINT Z (-74.86105854099998 5.624399582000024 5)
NSA23L14,POINT Z (-74.94264694199995 5.6244162910000455 8)
NSA23L14,POINT Z (-74.94258373599996 5.624434132000033 5)
FLR23L15,POINT Z (-75.00749379499996 5.624461662000044 5)
NSA23L14,POINT Z (-74.94271078599996 5.624470745000053 5)
NSA23L14,POINT Z (-74.98213600999998 5.624844455000073 7.5)
NSA23L12,POINT Z (-74.78400724699998 5.624936884000022 5)
NSA23L14,POINT Z (-74.98923232099997 5.625071283000068 5)
NSA23L14,POINT Z (-74.94384903099996 5.625237610000056 5)
NSA23L12,POINT Z (-74.86683660399996 5.625572764000026 5)
FLR23L15,POINT Z (-75.00779340299994 5.625952927000071 7.5)
NSA23L12,POINT Z (-74.87881167499995 5.626186061000055 5)
NSA23L12,POINT Z (-74.84035988999995 5.626419460000022 5)
FLR23L15,POINT Z (-75.00798449499996 5.626756995000051 7.5)
NSA23L12,POINT Z (-74.86730407199997 5.62693719400005 5)
FLR23L15,POINT Z (-75.00826426499998 5.626973974000066 5)
FLR23L15,POINT Z (-75.00874371799995 5.627352522000024 5)
NSA23L12,POINT Z (-74.78355967299996 5.627748824000037 5)
NSA23L14,POINT Z (-74.92757084699997 5.628073005000033 5)
FLR23L15,POINT Z (-75.00975578099997 5.628128784000069 5)
NSA23L14,POINT Z (-74.94272520699997 5.6284216060000745 5)
NSA23L12,POINT Z (-74.78338050599996 5.628816132000054 5)
NSA23L14,POINT Z (-74.93756359299994 5.6292340050000576 5)
NSA23L14,POINT Z (-74.94274515599994 5.629379561000064 5)
NSA23L14,POINT Z (-74.98959088999999 5.629588538000064 5)
NSA23L12,POINT Z (-74.78321865199996 5.6298383290000515 5)
NSA23L14,POINT Z (-74.95109385299997 5.6299912060000565 5)
NSA23L12,POINT Z (-74.86848929899998 5.630026646000033 5)
NSA23L14,POINT Z (-74.94308858899996 5.6301841770000465 7.5)
NSA23L14,POINT Z (-74.94317057299997 5.630211588000066 5)
NSA23L12,POINT Z (-74.83951906599998 5.63023664800005 5)
NSA23L14,POINT Z (-74.94361290799998 5.630364123000049 5)
FLR23L15,POINT Z (-75.00556213199997 5.630413771000065 5)
